accuracy,precision,recall,f1_score,specificity,auc,tp,tn,fp,fn,sample_count
0.7541641667380932,0.9161211894520291,0.559684652517924,0.6948596556554426,0.9487326036635899,0.8958740675553774,19594,33199,1794,15415,70002
