epoch,protein,loss,acc,auc,precision,recall,f1,num_samples,split
0,ALL,,0.6225107854061313,0.6850652706858482,0.6400874730726549,0.5601702419377874,0.5974682773013238,70002,train
0,A4,,0.580928729107537,0.6310384913583496,0.6038691380532766,0.4701151237975083,0.5286632675681667,50736,train
0,E2,,0.7320149486141388,0.8316828537711994,0.7057473374954095,0.7969932607568688,0.7486000876466865,19266,train
0,ALL,,0.6712707182320442,0.7346714808497334,0.6778027626084163,0.7007638658253073,0.6890920966688439,5792,val
0,A4,,0.6260744985673352,0.6713296080701591,0.6550024642681124,0.6054669703872437,0.6292613636363636,4188,val
0,E2,,0.7892768079800498,0.9196946227729671,0.7204797047970479,0.9571078431372549,0.8221052631578948,1604,val
1,ALL,,0.716508099768578,0.7972960322509327,0.7427327442694327,0.662686737696021,0.700430221148766,70002,train
1,A4,,0.6660950804162725,0.7414703566707241,0.7121341862690778,0.5574041949219366,0.6253400269810028,50736,train
1,E2,,0.8492681407661165,0.9468777017011075,0.7960994465430906,0.9395541731467082,0.8618984211527487,19266,train
1,ALL,,0.6659185082872928,0.7780561529694966,0.6301402999516207,0.8651610760544669,0.7291812456263121,5792,val
1,A4,,0.6494746895893028,0.7320027842322845,0.6224317952172449,0.8419134396355353,0.715724244771495,4188,val
1,E2,,0.7088528678304239,0.8908193988255201,0.6497854077253219,0.9276960784313726,0.7642604745078243,1604,val
2,ALL,,0.7833490471700808,0.8749892888768194,0.7981667918858002,0.7586334942443371,0.7778981899127174,70002,train
2,A4,,0.7292257962787764,0.8153435692539236,0.7509280842614175,0.68585396625138,0.716917370698537,50736,train
2,E2,,0.9258797882279663,0.9784006969375194,0.9064200217627857,0.950025920165889,0.927710843373494,19266,train
2,ALL,,0.7380870165745856,0.827938276421669,0.7255434782608695,0.798073729657921,0.7600822394433022,5792,val
2,A4,,0.6895893027698186,0.7677368511887277,0.6803708182184603,0.7690205011389522,0.7219846022241232,4188,val
2,E2,,0.864713216957606,0.9329339603861848,0.8604091456077015,0.8762254901960784,0.8682452944748027,1604,val
3,ALL,,0.8360475414988143,0.9221790490317125,0.8412610940309763,0.8285012425376331,0.8348324146962741,70002,train
3,A4,,0.7893409019236833,0.8749794976316205,0.7961737164998386,0.7777164485096988,0.7868368568009573,50736,train
3,E2,,0.9590470258486453,0.9907117277206328,0.9564007421150278,0.9620528771384137,0.9592184834858117,19266,train
3,ALL,,0.7593232044198895,0.8469459518622297,0.753527751646284,0.798073729657921,0.7751612903225806,5792,val
3,A4,,0.7168099331423113,0.7977556984754157,0.7071868583162217,0.7845102505694761,0.7438444924406048,4188,val
3,E2,,0.8703241895261845,0.942316425301085,0.903183023872679,0.8345588235294118,0.867515923566879,1604,val
4,ALL,,0.8689466015256707,0.947868314639738,0.8728317026005138,0.8638064497700592,0.8682956242104054,70002,train
4,A4,,0.8298643960895616,0.9145849648415927,0.835310621242485,0.8216763917363192,0.8284374130460707,50736,train
4,E2,,0.9718675386691581,0.9948610664560077,0.9693719707125915,0.9745982374287195,0.9719780787922655,19266,train
4,ALL,,0.7632941988950276,0.8476199159954194,0.7564102564102564,0.8033875788774494,0.7791914962151715,5792,val
4,A4,,0.7308978032473734,0.8137155442682646,0.7136,0.8127562642369021,0.7599574014909478,4188,val
4,E2,,0.8478802992518704,0.9288826888623469,0.9097421203438395,0.7781862745098039,0.8388375165125496,1604,val
5,ALL,,0.8925744978714893,0.9624028599438239,0.8959923939035985,0.8883144334314034,0.892136894345793,70002,train
5,A4,,0.8596460107221696,0.9377069435470752,0.8645537748291435,0.8528623245544866,0.8586682544408057,50736,train
5,E2,,0.9792899408284024,0.9967741692143648,0.9771882741535921,0.9815448418869881,0.979361713132985,19266,train
5,ALL,,0.7733080110497238,0.8613693336586417,0.7596330275229358,0.8249750913317835,0.7909568540041395,5792,val
5,A4,,0.7392550143266475,0.8268570977921587,0.717382735514387,0.8291571753986332,0.7692307692307693,4188,val
5,E2,,0.8622194513715711,0.9399004366975215,0.9058663028649386,0.8137254901960784,0.8573273079406069,1604,val
6,ALL,,0.9050884260449702,0.969548075686719,0.9078595461996376,0.901739552686452,0.9047892006534637,70002,train
6,A4,,0.8764585304320404,0.9496390150454629,0.8806410460851539,0.8709194133417442,0.8757532508721853,50736,train
6,E2,,0.980483753763106,0.9973574524235232,0.9783259366291671,0.982789009849663,0.9805523947450088,19266,train
6,ALL,,0.773135359116022,0.8652099200928252,0.7581381198661393,0.8276320159415477,0.7913623372499206,5792,val
6,A4,,0.7397325692454633,0.8317028734968746,0.7160735236605397,0.8341685649202734,0.7706228956228957,4188,val
6,E2,,0.8603491271820449,0.9430271474071862,0.9054794520547945,0.8100490196078431,0.8551099611901681,1604,val
7,ALL,,0.9081883374760721,0.971925352617644,0.9103779002986446,0.905567139878317,0.9079661478097747,70002,train
7,A4,,0.880085146641438,0.95329836303273,0.8836663217384383,0.8753745466014824,0.8795008912655972,50736,train
7,E2,,0.9821966157998546,0.9977038952020294,0.9795834192617034,0.9849663037843442,0.982267486946182,19266,train
7,ALL,,0.7805593922651933,0.8651595235544701,0.7767175572519084,0.8110262371305215,0.7935012185215272,5792,val
7,A4,,0.7504775549188156,0.8333730699818385,0.735655737704918,0.8177676537585421,0.7745415318230853,4188,val
7,E2,,0.8591022443890274,0.9424874962675426,0.9190340909090909,0.7928921568627451,0.8513157894736842,1604,val
