epoch,protein,loss,acc,auc,precision,recall,f1,num_samples
2,ALL,,0.7833490471700808,0.8749892888768194,0.7981667918858002,0.7586334942443371,0.7778981899127174,70002
2,A4,,0.7292257962787764,0.8153435692539236,0.7509280842614175,0.68585396625138,0.716917370698537,50736
2,E2,,0.9258797882279663,0.9784006969375194,0.9064200217627857,0.950025920165889,0.927710843373494,19266
