epoch,protein,loss,acc,auc,precision,recall,f1,num_samples
2,ALL,,0.7914916716665238,0.8846716312001052,0.7891605518882625,0.795652546488046,0.7923932523539954,70002
2,A4,,0.7325764742983286,0.8151567403731731,0.7306428906616612,0.7366346002207854,0.733626511700958,50736
2,E2,,0.9466417523097685,0.985827345777707,0.9430334190231362,0.950855365474339,0.9469282395456892,19266
