label,logit,pred,code_prefix
0.0,0.010471897,0,E2
1.0,0.90809387,1,E2
0.0,0.008457003,0,E2
1.0,0.9845632,1,E2
1.0,0.9072828,1,E2
1.0,0.5494267,1,E2
0.0,0.007172616,0,E2
0.0,0.053876366,0,E2
1.0,0.9830791,1,E2
0.0,0.0018466848,0,E2
0.0,0.0007344186,0,E2
0.0,0.010736044,0,E2
1.0,0.27326116,0,E2
0.0,0.007440509,0,E2
0.0,0.76264745,1,E2
0.0,0.003929468,0,E2
0.0,0.9252451,1,E2
1.0,0.95974195,1,E2
1.0,0.973668,1,E2
0.0,0.0008514378,0,E2
0.0,0.0009247022,0,E2
0.0,0.00075709925,0,E2
1.0,0.92961854,1,E2
1.0,0.9946155,1,E2
1.0,0.039697416,0,E2
1.0,0.9798614,1,E2
0.0,0.0021335676,0,E2
0.0,0.0011500064,0,E2
0.0,0.23775686,0,E2
1.0,0.980841,1,E2
0.0,0.0013136632,0,E2
1.0,0.98500085,1,E2
1.0,0.8494827,1,E2
0.0,0.011516543,0,E2
1.0,0.060857955,0,E2
0.0,0.0820169,0,E2
0.0,0.1276545,0,E2
0.0,0.11916568,0,E2
1.0,0.93195975,1,E2
0.0,0.013646581,0,E2
0.0,0.00095281797,0,E2
1.0,0.9775719,1,E2
0.0,0.004011055,0,E2
0.0,0.008484961,0,E2
1.0,0.93805987,1,E2
1.0,0.9090261,1,E2
0.0,0.004780206,0,E2
0.0,0.003650341,0,E2
1.0,0.903098,1,E2
0.0,0.0010760295,0,E2
1.0,0.9848134,1,E2
0.0,0.106109716,0,E2
0.0,0.013960724,0,E2
1.0,0.95493007,1,E2
0.0,0.0049952143,0,E2
1.0,0.99197596,1,E2
1.0,0.9689353,1,E2
1.0,0.97577035,1,E2
1.0,0.8823248,1,E2
1.0,0.9880166,1,E2
1.0,0.87293947,1,E2
0.0,0.0019236854,0,E2
0.0,0.042708706,0,E2
1.0,0.9796396,1,E2
1.0,0.9734259,1,E2
0.0,0.38507453,0,E2
1.0,0.91336626,1,E2
1.0,0.9850366,1,E2
1.0,0.98755985,1,E2
1.0,0.98619163,1,E2
0.0,0.6125582,1,E2
1.0,0.96693814,1,E2
0.0,0.0014716246,0,E2
1.0,0.95115817,1,E2
1.0,0.9912176,1,E2
0.0,0.13484451,0,E2
0.0,0.0346074,0,E2
0.0,0.0010915903,0,E2
0.0,0.24650516,0,E2
0.0,0.00585145,0,E2
0.0,0.0051870374,0,E2
0.0,0.015308538,0,E2
1.0,0.60653317,1,E2
1.0,0.9816805,1,E2
1.0,0.96237564,1,E2
1.0,0.99139106,1,E2
1.0,0.9096308,1,E2
0.0,0.0012319632,0,E2
0.0,0.019928668,0,E2
0.0,0.5882097,1,E2
1.0,0.9668433,1,E2
0.0,0.004244192,0,E2
0.0,0.0015959219,0,E2
0.0,0.003254262,0,E2
0.0,0.0030247392,0,E2
0.0,0.027259504,0,E2
1.0,0.98168266,1,E2
0.0,0.0029242297,0,E2
0.0,0.0021502522,0,E2
1.0,0.92422336,1,E2
1.0,0.21488385,0,E2
1.0,0.97926724,1,E2
0.0,0.0015004298,0,E2
0.0,0.13765024,0,E2
0.0,0.005599518,0,E2
1.0,0.73556244,1,E2
0.0,0.003988056,0,E2
1.0,0.95655984,1,E2
1.0,0.20520799,0,E2
0.0,0.000997646,0,E2
1.0,0.9949645,1,E2
1.0,0.97476166,1,E2
1.0,0.957657,1,E2
0.0,0.012584055,0,E2
0.0,0.45797944,0,E2
0.0,0.01660044,0,E2
1.0,0.9158886,1,E2
0.0,0.011664005,0,E2
0.0,0.0054983124,0,E2
0.0,0.0024909275,0,E2
0.0,0.01932938,0,E2
0.0,0.026590077,0,E2
1.0,0.93706775,1,E2
0.0,0.006119634,0,E2
0.0,0.0013635643,0,E2
1.0,0.9766831,1,E2
0.0,0.01278672,0,E2
0.0,0.1520801,0,E2
0.0,0.0007240884,0,E2
0.0,0.0025844676,0,E2
1.0,0.9920238,1,E2
0.0,0.018048827,0,E2
1.0,0.9946694,1,E2
1.0,0.9817972,1,E2
0.0,0.03710687,0,E2
0.0,0.55990344,1,E2
1.0,0.98678607,1,E2
1.0,0.97547764,1,E2
0.0,0.009732501,0,E2
0.0,0.0015503288,0,E2
0.0,0.0073326016,0,E2
1.0,0.8696211,1,E2
0.0,0.76365507,1,E2
0.0,0.035938986,0,E2
0.0,0.0070615583,0,E2
0.0,0.020897567,0,E2
0.0,0.0016331777,0,E2
1.0,0.9632815,1,E2
0.0,0.06144637,0,E2
1.0,0.82992303,1,E2
1.0,0.94845784,1,E2
0.0,0.01373987,0,E2
1.0,0.9664856,1,E2
0.0,0.0035787753,0,E2
1.0,0.9528636,1,E2
0.0,0.051796217,0,E2
0.0,0.003559291,0,E2
0.0,0.95534325,1,E2
1.0,0.9408386,1,E2
0.0,0.40950003,0,E2
1.0,0.017131632,0,E2
0.0,0.006982276,0,E2
1.0,0.9447651,1,E2
0.0,0.59477955,1,E2
0.0,0.013188459,0,E2
1.0,0.99059254,1,E2
1.0,0.9894711,1,E2
0.0,0.27886164,0,E2
1.0,0.98258173,1,E2
1.0,0.9703882,1,E2
0.0,0.0067614554,0,E2
0.0,0.051756967,0,E2
1.0,0.8942028,1,E2
1.0,0.97878236,1,E2
0.0,0.37659383,0,E2
0.0,0.0009206289,0,E2
0.0,0.0077986796,0,E2
0.0,0.0077385437,0,E2
1.0,0.6298657,1,E2
0.0,0.011741767,0,E2
0.0,0.03666266,0,E2
1.0,0.9882791,1,E2
1.0,0.90886444,1,E2
1.0,0.97418684,1,E2
1.0,0.989019,1,E2
1.0,0.7776663,1,E2
1.0,0.959622,1,E2
0.0,0.0010982167,0,E2
1.0,0.95377874,1,E2
1.0,0.9921112,1,E2
0.0,0.24793808,0,E2
0.0,0.08306623,0,E2
0.0,0.0019764418,0,E2
0.0,0.0009080068,0,E2
