epoch,protein,loss,acc,auc,precision,recall,f1,num_samples
5,ALL,,0.7797777206365533,0.8716752552225923,0.7813873330461009,0.7770573281156274,0.7792163153070577,70002
5,A4,,0.7236676127404604,0.8032156592695208,0.7260481428343695,0.7182621037691216,0.7221341366735373,50736
5,E2,,0.9275407453545106,0.9778356260058176,0.9242003496863108,0.9316744427164334,0.9279223461379595,19266
