epoch,protein,loss,acc,auc,precision,recall,f1,num_samples,split
0,ALL,,0.5139567440930259,0.519310965264508,0.5116405492921128,0.6183267159873176,0.5599472309164748,70002,train
0,A4,,0.5095001576789656,0.5131823577918808,0.5078566732412886,0.60909162592651,0.5538864190448874,50736,train
0,E2,,0.5256929305512301,0.5355412917860635,0.5213222306333586,0.6426127527216174,0.5756478127612148,19266,train
0,ALL,,0.5599102209944752,0.5867957964510089,0.569578313253012,0.6280305546330123,0.5973779813615543,5792,val
0,A4,,0.5496657115568291,0.5678820061559421,0.5664516129032258,0.6,0.5827433628318585,4188,val
0,E2,,0.5866583541147132,0.6408909375933114,0.5768844221105528,0.7034313725490197,0.6339039204859194,1604,val
1,ALL,,0.6269106596954372,0.676007366998183,0.6294624657853357,0.6174697934816762,0.6234084584216522,70002,train
1,A4,,0.5866840113528855,0.6221283452673672,0.5981592350996336,0.5278347263838511,0.5608009047878356,50736,train
1,E2,,0.732845427177411,0.8205980480856929,0.6880434782608695,0.8531881804043546,0.7617681092339736,19266,train
1,ALL,,0.6500345303867403,0.713873354932191,0.6683778234086243,0.6486217203586848,0.6583515927861116,5792,val
1,A4,,0.603629417382999,0.6548085726009142,0.6465753424657534,0.5375854214123007,0.5870646766169154,4188,val
1,E2,,0.7711970074812967,0.9007819498357719,0.7046490428441203,0.9473039215686274,0.8081547307893361,1604,val
2,ALL,,0.6640524556441244,0.7330504278793677,0.683379077040914,0.6116427204433146,0.6455240191127926,70002,train
2,A4,,0.614041311888994,0.6724718424506644,0.6481348637015782,0.49869894338432424,0.5636809269162211,50736,train
2,E2,,0.7957541783452715,0.9027264910884578,0.7415806397021493,0.9086573354069466,0.8166612309555981,19266,train
2,ALL,,0.6629834254143646,0.7366688318070467,0.6763236763236763,0.6745267353038857,0.6754240106418358,5792,val
2,A4,,0.6141356255969437,0.6730585523135073,0.6513329848405646,0.5676537585421413,0.6066212268743915,4188,val
2,E2,,0.7905236907730673,0.9319635214491888,0.7201834862385321,0.9620098039215687,0.8237145855194123,1604,val
3,ALL,,0.6939801719950859,0.769567208798464,0.7188557069682033,0.6373789596960782,0.6756699470098411,70002,train
3,A4,,0.6435666982024598,0.7123852313344661,0.6879776905598017,0.5252326131524996,0.5956895009837239,50736,train
3,E2,,0.8267414097373611,0.9325016034078296,0.7700608032885159,0.9322965266977709,0.8434480817934528,19266,train
3,ALL,,0.6928522099447514,0.7767643535491523,0.768760907504363,0.5851876453005646,0.6645295115972091,5792,val
3,A4,,0.6356255969436485,0.7256299096953231,0.7340797760671799,0.47790432801822325,0.5789183222958058,4188,val
3,E2,,0.8422693266832918,0.9232420125410571,0.8261877172653534,0.8737745098039216,0.8493150684931506,1604,val
4,ALL,,0.7365218136624668,0.8225753322848867,0.7532797162166295,0.7036190693821589,0.7276030128489145,70002,train
4,A4,,0.6881701356039105,0.7655096835013622,0.7181855594677398,0.6192240971455606,0.6650435077170622,50736,train
4,E2,,0.8638534205335825,0.9495812765718072,0.8241322008862629,0.9255572835666148,0.8719050642183913,19266,train
4,ALL,,0.7465469613259669,0.834503739196242,0.7483102671387191,0.77216871471272,0.7600523046747303,5792,val
4,A4,,0.6886341929321872,0.7587442152316708,0.6916129032258065,0.7325740318906606,0.7115044247787611,4188,val
4,E2,,0.8977556109725686,0.9607532099134071,0.9168797953964194,0.8786764705882353,0.8973717146433041,1604,val
5,ALL,,0.7797777206365533,0.8716752552225923,0.7813873330461009,0.7770573281156274,0.7792163153070577,70002,train
5,A4,,0.7236676127404604,0.8032156592695208,0.7260481428343695,0.7182621037691216,0.7221341366735373,50736,train
5,E2,,0.9275407453545106,0.9778356260058176,0.9242003496863108,0.9316744427164334,0.9279223461379595,19266,train
5,ALL,,0.7607044198895028,0.8486070671471774,0.7398878063182758,0.832281634008635,0.7833698030634574,5792,val
5,A4,,0.7036771728748806,0.7784658605803684,0.6817835365853658,0.8150341685649203,0.7424776924673169,4188,val
5,E2,,0.9096009975062345,0.9692064484423211,0.9397116644823067,0.8786764705882353,0.9081697276757441,1604,val
6,ALL,,0.8058626896374389,0.896149787324346,0.8069768108464471,0.8041646433774172,0.8055682728625386,70002,train
6,A4,,0.7523651844843898,0.8354309495896457,0.7541497895322056,0.748738369342375,0.7514343370395283,50736,train
6,E2,,0.9467455621301775,0.9863297891055989,0.9440494590417311,0.9499222395023328,0.9469767441860465,19266,train
6,ALL,,0.763121546961326,0.8574809779937903,0.7455798621516332,0.8263035536366655,0.7838689350976685,5792,val
6,A4,,0.7065425023877746,0.7866055110883536,0.6916666666666667,0.7940774487471526,0.7393425238600212,4188,val
6,E2,,0.9108478802992519,0.9694451702000597,0.9118727050183598,0.9129901960784313,0.9124311083894673,1604,val
7,ALL,,0.8295620125139281,0.9173096739700666,0.8309717760440569,0.8275300636979063,0.8292473487613241,70002,train
7,A4,,0.7802546515294859,0.8660119848448183,0.7820996229410597,0.7768885033906324,0.7794853537451295,50736,train
7,E2,,0.9594103602200769,0.9914294692645995,0.9583204054193816,0.9607050285121824,0.9595112353733043,19266,train
7,ALL,,0.7662292817679558,0.8616240630811799,0.8219976680917217,0.7024244437064099,0.7575214899713467,5792,val
7,A4,,0.7170487106017192,0.8004362649683916,0.7686170212765957,0.6583143507972665,0.7092024539877301,4188,val
7,E2,,0.8946384039900249,0.9679350801234199,0.9668109668109668,0.821078431372549,0.8880053015241882,1604,val
8,ALL,,0.8542327362075369,0.935742726498724,0.8554641598119859,0.8525807649461568,0.8540200286123033,70002,train
